idx,x,y,z,uvx,uvy
464,0,0088,0,3230,-0,1718,0,4688,0,3750
465,0,0590,0,3230,-0,2643,0,5156,0,5000
466,0,1219,0,3230,-0,3434,0,5625,0,6250
467,0,1952,0,3230,-0,4075,0,6094,0,7500
468,0,2766,0,3230,-0,4556,0,6563,0,8750
469,0,3656,0,3230,-0,4733,0,6563,1,0000
470,-0,0210,0,3230,-0,2215,0,5156,0,3750
471,0,0381,0,3230,-0,3087,0,5625,0,5000
472,0,1084,0,3230,-0,3812,0,6094,0,6250
473,0,1876,0,3230,-0,4379,0,6563,0,7500
474,0,2733,0,3230,-0,4777,0,7031,0,8750
475,0,3637,0,3230,-0,4866,0,7031,1,0000
476,0,2723,0,3230,-0,5000,0,7500,0,8750
477,0,3630,0,3230,-0,5000,0,7500,1,0000
478,0,1815,0,3230,-0,5000,0,7500,0,7500
479,0,1830,0,3230,-0,4688,0,7031,0,7500
480,0,0908,0,3230,-0,5000,0,7500,0,6250
481,0,0927,0,3230,-0,4599,0,7031,0,6250
482,0,0000,0,3230,-0,5000,0,7500,0,5000
483,0,0986,0,3230,-0,4202,0,6563,0,6250
484,0,0024,0,3230,-0,4510,0,7031,0,5000
485,-0,0908,0,3230,-0,5000,0,7500,0,3750
486,0,0096,0,3230,-0,4025,0,6563,0,5000
487,-0,0879,0,3230,-0,4421,0,7031,0,3750
488,-0,1815,0,3230,-0,5000,0,7500,0,2500
489,0,0215,0,3230,-0,3549,0,6094,0,5000
490,-0,0794,0,3230,-0,3848,0,6563,0,3750
491,-0,1782,0,3230,-0,4332,0,7031,0,2500
492,-0,2723,0,3230,-0,5000,0,7500,0,1250
493,-0,0653,0,3230,-0,3285,0,6094,0,3750
494,-0,1684,0,3230,-0,3670,0,6563,0,2500
495,-0,2685,0,3230,-0,4243,0,7031,0,1250
496,-0,3630,0,3230,-0,5000,0,7500,0,0000
497,-0,3588,0,3230,-0,4154,0,7031,0,0000
498,-0,2574,0,3230,-0,3493,0,6563,0,1250
499,-0,3464,0,3230,-0,3316,0,6563,0,0000
500,-0,0458,0,3230,-0,2739,0,5625,0,3750
501,-0,1522,0,3230,-0,3022,0,6094,0,2500
502,-0,2390,0,3230,-0,2758,0,6094,0,1250
503,-0,3258,0,3230,-0,2495,0,6094,0,0000
504,-0,1296,0,3230,-0,2392,0,5625,0,2500
505,-0,2135,0,3230,-0,2045,0,5625,0,1250
506,-0,2973,0,3230,-0,1697,0,5625,0,0000
507,-0,1010,0,3230,-0,1787,0,5156,0,2500
508,-0,1811,0,3230,-0,1360,0,5156,0,1250
509,-0,0666,0,3230,-0,1214,0,4688,0,2500
510,-0,0268,0,3230,-0,0677,0,4219,0,2500
